player,phase,runs,balls,dots,boundaries,entity_type,strike_rate,dot_ball_pct,boundary_pct,wickets,economy
KJ Stagno,Death,56,25,8,9,batter,224.0,32.0,36.0,,
KJ Stagno,Middle,372,211,67,52,batter,176.3,31.75,24.64,,
KJ Stagno,Powerplay,228,132,56,36,batter,172.73,42.42,27.27,,
KK Ahmed,Death,9,18,12,1,batter,50.0,66.67,5.56,,
KK Jennings,Long-format,777,1834,1383,87,batter,42.37,75.41,4.74,,
KK Lin Thu,Death,15,19,6,0,batter,78.95,31.58,0.0,,
KK Lin Thu,Middle,113,135,63,11,batter,83.7,46.67,8.15,,
KK Lin Thu,Powerplay,159,251,158,16,batter,63.35,62.95,6.37,,
KK Nair,Death,16,27,18,2,batter,59.26,66.67,7.41,,
KK Nair,Long-format,578,894,591,74,batter,64.65,66.11,8.28,,
KK Nair,Middle,8,20,13,0,batter,40.0,65.0,0.0,,
KK Nair,Powerplay,22,39,30,4,batter,56.41,76.92,10.26,,
KK Peters,Long-format,0,3,3,0,batter,0.0,100.0,0.0,,
KM Dabengwa,Death,351,541,313,27,batter,64.88,57.86,4.99,,
KM Dabengwa,Long-format,71,114,91,13,batter,62.28,79.82,11.4,,
KM Dabengwa,Middle,20,60,45,1,batter,33.33,75.0,1.67,,
KM Dabengwa,Powerplay,5,17,13,0,batter,29.41,76.47,0.0,,
KM Jadhav,Death,1276,1195,503,153,batter,106.78,42.09,12.8,,
KM Jadhav,Middle,135,150,71,16,batter,90.0,47.33,10.67,,
KM Jadhav,Powerplay,22,22,14,4,batter,100.0,63.64,18.18,,
KMA Paul,Death,419,390,188,51,batter,107.44,48.21,13.08,,
KMA Paul,Long-format,96,117,86,19,batter,82.05,73.5,16.24,,
KMA Paul,Middle,57,70,39,6,batter,81.43,55.71,8.57,,
KMC Bandara,Death,3,7,3,0,batter,42.86,42.86,0.0,,
KN Peiris,Long-format,9,40,34,1,batter,22.5,85.0,2.5,,
KNA Bandara,Death,186,249,120,15,batter,74.7,48.19,6.02,,
KNA Bandara,Middle,39,47,17,2,batter,82.98,36.17,4.26,,
KNM Fernando,Death,48,44,15,6,batter,109.09,34.09,13.64,,
KNM Fernando,Long-format,511,952,680,63,batter,53.68,71.43,6.62,,
KNM Fernando,Middle,83,85,39,9,batter,97.65,45.88,10.59,,
KNM Fernando,Powerplay,51,96,70,8,batter,53.12,72.92,8.33,,
KO Meth,Death,55,99,60,5,batter,55.56,60.61,5.05,,
KO Meth,Long-format,72,128,95,9,batter,56.25,74.22,7.03,,
KO Otieno,Death,90,145,96,11,batter,62.07,66.21,7.59,,
KO Otieno,Middle,71,179,140,9,batter,39.66,78.21,5.03,,
KO Otieno,Powerplay,86,242,189,12,batter,35.54,78.1,4.96,,
KOK Williams,Death,35,38,16,3,batter,92.11,42.11,7.89,,
KOK Williams,Middle,3,6,4,0,batter,50.0,66.67,0.0,,
KP Meiyappan,Death,171,343,232,12,batter,49.85,67.64,3.5,,
KP Meiyappan,Middle,11,12,4,1,batter,91.67,33.33,8.33,,
KR Patterson,Long-format,137,269,195,17,batter,50.93,72.49,6.32,,
KS Airee,Death,45,42,13,4,batter,107.14,30.95,9.52,,
KS Bagabena,Death,97,99,41,5,batter,97.98,41.41,5.05,,
KS Bagabena,Middle,20,35,18,1,batter,57.14,51.43,2.86,,
KS Bharat,Long-format,217,415,300,24,batter,52.29,72.29,5.78,,
KS Lokuarachchi,Death,164,218,108,10,batter,75.23,49.54,4.59,,
KS Lokuarachchi,Middle,11,9,1,1,batter,122.22,11.11,11.11,,
KSA McKenzie,Long-format,203,347,271,32,batter,58.5,78.1,9.22,,
KT Kasuza,Long-format,167,545,453,16,batter,30.64,83.12,2.94,,
KT Maphaka,Death,20,31,19,2,batter,64.52,61.29,6.45,,
KT Maphaka,Long-format,17,27,20,2,batter,62.96,74.07,7.41,,
KT Maphaka,Middle,0,1,1,0,batter,0.0,100.0,0.0,,
KTH Ratnayake,Long-format,10,27,23,1,batter,37.04,85.19,3.7,,
KU Carty,Death,1068,1159,560,115,batter,92.15,48.32,9.92,,
KU Carty,Long-format,235,511,394,24,batter,45.99,77.1,4.7,,
KU Carty,Middle,482,734,437,47,batter,65.67,59.54,6.4,,
KU Carty,Powerplay,113,226,166,12,batter,50.0,73.45,5.31,,
KV Morea,Death,124,162,85,11,batter,76.54,52.47,6.79,,
KV Morea,Middle,18,21,14,3,batter,85.71,66.67,14.29,,
KV Sharma,Long-format,8,28,23,0,batter,28.57,82.14,0.0,,
KW Richardson,Death,86,79,42,12,batter,108.86,53.16,15.19,,
KW Richardson,Middle,5,5,2,0,batter,100.0,40.0,0.0,,
KY Ottley,Middle,23,32,19,3,batter,71.88,59.38,9.38,,
KY Ottley,Powerplay,18,41,33,3,batter,43.9,80.49,7.32,,
Kabir Ali,Death,54,56,22,4,batter,96.43,39.29,7.14,,
Kabir Ali,Long-format,9,27,23,1,batter,33.33,85.19,3.7,,
Kabir Berlia,Death,39,19,2,6,batter,205.26,10.53,31.58,,
Kabir Berlia,Middle,8,13,8,1,batter,61.54,61.54,7.69,,
Kaleemullah,Death,203,209,100,21,batter,97.13,47.85,10.05,,
Kaleemullah,Middle,17,27,18,2,batter,62.96,66.67,7.41,,
Kamran Ahmadzai,Death,120,64,16,16,batter,187.5,25.0,25.0,,
Kamran Ahmadzai,Middle,105,72,32,14,batter,145.83,44.44,19.44,,
Kamran Ahmadzai,Powerplay,2,2,0,0,batter,100.0,0.0,0.0,,
Kamran Ghulam,Death,170,151,74,24,batter,112.58,49.01,15.89,,
Kamran Ghulam,Long-format,309,547,397,41,batter,56.49,72.58,7.5,,
Kamran Ghulam,Middle,35,51,29,3,batter,68.63,56.86,5.88,,
Kamran Ghulam,Powerplay,5,10,8,1,batter,50.0,80.0,10.0,,
Kamran Shazad,Death,21,20,11,3,batter,105.0,55.0,15.0,,
Kamrul Islam Rabbi,Long-format,51,279,255,7,batter,18.28,91.4,2.51,,
Karma Dorji,Death,15,8,1,3,batter,187.5,12.5,37.5,,
Karma Dorji,Middle,0,2,2,0,batter,0.0,100.0,0.0,,
Kashif Daud,Death,356,354,174,41,batter,100.56,49.15,11.58,,
Kashif Daud,Middle,16,20,8,1,batter,80.0,40.0,5.0,,
Kashif Khan,Death,2,6,3,0,batter,33.33,50.0,0.0,,
Kashif Khan,Middle,31,44,19,1,batter,70.45,43.18,2.27,,
Kawsar Khan,Death,16,14,4,2,batter,114.29,28.57,14.29,,
Kawsar Khan,Middle,53,58,28,5,batter,91.38,48.28,8.62,,
Khaled Ahmed,Death,1,4,3,0,batter,25.0,75.0,0.0,,
Khaled Ahmed,Long-format,55,177,152,9,batter,31.07,85.88,5.08,,
Khaled Mahmud,Death,269,435,269,21,batter,61.84,61.84,4.83,,
Khaled Mahmud,Long-format,117,200,143,14,batter,58.5,71.5,7.0,,
Khaled Mahmud,Middle,12,27,21,2,batter,44.44,77.78,7.41,,
Khaled Mashud,Death,572,1011,613,39,batter,56.58,60.63,3.86,,
Khaled Mashud,Long-format,439,1245,998,41,batter,35.26,80.16,3.29,,
Khaled Mashud,Middle,23,71,57,2,batter,32.39,80.28,2.82,,
Khaled Mashud,Powerplay,2,9,8,0,batter,22.22,88.89,0.0,,
Khalid Latif,Death,46,74,36,1,batter,62.16,48.65,1.35,,
Khalid Latif,Middle,191,195,85,22,batter,97.95,43.59,11.28,,
Khalid Latif,Powerplay,147,182,113,21,batter,80.77,62.09,11.54,,
Khalid Shah,Middle,28,24,11,3,batter,116.67,45.83,12.5,,
Khalid Shah,Powerplay,87,77,40,13,batter,112.99,51.95,16.88,,
Khawar Ali,Death,443,661,385,40,batter,67.02,58.25,6.05,,
Khawar Ali,Middle,280,344,186,32,batter,81.4,54.07,9.3,,
Khawar Ali,Powerplay,348,493,324,50,batter,70.59,65.72,10.14,,
Khizar Hayat,Death,105,109,29,7,batter,96.33,26.61,6.42,,
Khizar Hayat,Middle,90,116,45,4,batter,77.59,38.79,3.45,,
Khizar Hayat,Powerplay,52,35,8,8,batter,148.57,22.86,22.86,,
Khizer Ahmed,Death,25,23,5,2,batter,108.7,21.74,8.7,,
Khizer Ahmed,Middle,146,147,60,12,batter,99.32,40.82,8.16,,
Khizer Ahmed,Powerplay,549,433,195,77,batter,126.79,45.03,17.78,,
Khurram Chohan,Death,87,147,87,8,batter,59.18,59.18,5.44,,
Khurram Khan,Death,161,210,105,14,batter,76.67,50.0,6.67,,
Khurram Khan,Middle,121,134,67,17,batter,90.3,50.0,12.69,,
Khurram Khan,Powerplay,28,40,23,3,batter,70.0,57.5,7.5,,
Khurram Manzoor,Death,113,150,76,9,batter,75.33,50.67,6.0,,
Khurram Manzoor,Long-format,808,1820,1415,101,batter,44.4,77.75,5.55,,
Khurram Manzoor,Middle,53,87,58,6,batter,60.92,66.67,6.9,,
Khurram Manzoor,Powerplay,51,105,79,6,batter,48.57,75.24,5.71,,
Khurram Shahzad,Death,0,1,1,0,batter,0.0,100.0,0.0,,
Khurram Shahzad,Long-format,92,238,199,13,batter,38.66,83.61,5.46,,
Khurram Shahzad,Middle,2,11,9,0,batter,18.18,81.82,0.0,,
Khushdil Shah,Death,432,402,168,49,batter,107.46,41.79,12.19,,
Khushdil Shah,Middle,286,295,122,28,batter,96.95,41.36,9.49,,
Khushdil Shah,Powerplay,33,40,23,4,batter,82.5,57.5,10.0,,
Krishna Chandran,Death,38,77,48,3,batter,49.35,62.34,3.9,,
Krishna Chandran,Middle,19,56,44,2,batter,33.93,78.57,3.57,,
Krishna Chandran,Powerplay,2,22,18,0,batter,9.09,81.82,0.0,,
Kushal Malla,Death,769,729,386,100,batter,105.49,52.95,13.72,,
Kushal Malla,Middle,799,687,315,96,batter,116.3,45.85,13.97,,
Kushal Malla,Powerplay,216,211,126,36,batter,102.37,59.72,17.06,,
L Balaji,Death,104,129,66,11,batter,80.62,51.16,8.53,,
L Balaji,Long-format,15,29,24,2,batter,51.72,82.76,6.9,,
L Bruce,Death,73,51,15,9,batter,143.14,29.41,17.65,,
L Bruce,Middle,482,379,112,48,batter,127.18,29.55,12.66,,
L Bruce,Powerplay,585,553,263,83,batter,105.79,47.56,15.01,,
L Canessane,Death,63,40,13,8,batter,157.5,32.5,20.0,,
L Canessane,Middle,317,269,99,37,batter,117.84,36.8,13.75,,
L Canessane,Powerplay,52,66,34,5,batter,78.79,51.52,7.58,,
L Denny,Death,34,40,15,2,batter,85.0,37.5,5.0,,
L Denny,Middle,106,101,36,9,batter,104.95,35.64,8.91,,
L Denny,Powerplay,0,2,2,0,batter,0.0,100.0,0.0,,
L Embuldeniya,Long-format,191,580,491,23,batter,32.93,84.66,3.97,,
L Erdenebulgan,Middle,14,93,82,1,batter,15.05,88.17,1.08,,
L Erdenebulgan,Powerplay,6,23,19,0,batter,26.09,82.61,0.0,,
L Gregory,Death,136,129,58,16,batter,105.43,44.96,12.4,,
L Gregory,Middle,26,28,9,1,batter,92.86,32.14,3.57,,
L Klusener,Death,162,151,63,17,batter,107.28,41.72,11.26,,
L Louwrens,Death,95,155,90,8,batter,61.29,58.06,5.16,,
L Louwrens,Middle,250,388,246,26,batter,64.43,63.4,6.7,,
L Louwrens,Powerplay,204,373,272,31,batter,54.69,72.92,8.31,,
L McCarthy,Death,16,20,12,2,batter,80.0,60.0,10.0,,
L Monanthane,Death,4,10,7,0,batter,40.0,70.0,0.0,,
L Monanthane,Middle,18,35,19,0,batter,51.43,54.29,0.0,,
L Nyarko,Death,4,5,4,1,batter,80.0,80.0,20.0,,
L Nyarko,Middle,0,1,1,0,batter,0.0,100.0,0.0,,
L Shafeeg,Death,42,52,23,3,batter,80.77,44.23,5.77,,
L Shafeeg,Middle,5,3,1,1,batter,166.67,33.33,33.33,,
L Siaka,Death,408,360,165,46,batter,113.33,45.83,12.78,,
L Siaka,Middle,591,671,325,54,batter,88.08,48.44,8.05,,
L Siaka,Powerplay,636,725,412,77,batter,87.72,56.83,10.62,,
L Sipamla,Death,27,36,12,1,batter,75.0,33.33,2.78,,
L Sipamla,Long-format,15,53,45,2,batter,28.3,84.91,3.77,,
L Sipamla,Middle,4,8,4,0,batter,50.0,50.0,0.0,,
L Vincent,Death,501,639,315,44,batter,78.4,49.3,6.89,,
L Vincent,Long-format,588,1041,768,83,batter,56.48,73.78,7.97,,
L Vincent,Middle,335,450,284,46,batter,74.44,63.11,10.22,,
L Vincent,Powerplay,423,595,388,60,batter,71.09,65.21,10.08,,
L Wood,Death,16,15,5,2,batter,106.67,33.33,13.33,,
L Wood,Middle,3,4,2,0,batter,75.0,50.0,0.0,,
L Yamamoto-Lake,Death,25,11,1,3,batter,227.27,9.09,27.27,,
L Yamamoto-Lake,Middle,215,154,49,25,batter,139.61,31.82,16.23,,
L Yamamoto-Lake,Powerplay,423,354,178,63,batter,119.49,50.28,17.8,,
LA Dawson,Death,118,108,47,14,batter,109.26,43.52,12.96,,
LA Dawson,Long-format,105,260,197,10,batter,40.38,75.77,3.85,,
LA Dawson,Middle,22,36,17,1,batter,61.11,47.22,2.78,,
LA Dunbar,Death,161,56,12,27,batter,287.5,21.43,48.21,,
LA Dunbar,Middle,472,432,198,61,batter,109.26,45.83,14.12,,
LA Dunbar,Powerplay,158,176,98,22,batter,89.77,55.68,12.5,,
LA Simango,Death,23,40,21,2,batter,57.5,52.5,5.0,,
LA Simango,Middle,2,5,3,0,batter,40.0,60.0,0.0,,
LB Ferbrache,Death,50,50,17,4,batter,100.0,34.0,8.0,,
LB Ferbrache,Middle,209,233,86,13,batter,89.7,36.91,5.58,,
LB Ferbrache,Powerplay,3,4,2,0,batter,75.0,50.0,0.0,,
LB Williams,Death,31,46,20,2,batter,67.39,43.48,4.35,,
LB Williams,Long-format,25,71,59,4,batter,35.21,83.1,5.63,,
LB Williams,Middle,1,6,5,0,batter,16.67,83.33,0.0,,
LD Madushanka,Death,15,29,20,2,batter,51.72,68.97,6.9,,
LD Madushanka,Middle,21,26,10,1,batter,80.77,38.46,3.85,,
LE Bosman,Death,48,39,21,8,batter,123.08,53.85,20.51,,
LE Bosman,Middle,259,182,80,37,batter,142.31,43.96,20.33,,
LE Bosman,Powerplay,254,262,151,39,batter,96.95,57.63,14.89,,
LF Muller,Death,30,11,1,4,batter,272.73,9.09,36.36,,
LF Muller,Middle,127,136,64,16,batter,93.38,47.06,11.76,,
LF Muller,Powerplay,196,147,63,28,batter,133.33,42.86,19.05,,
LG Moras,Death,17,24,14,2,batter,70.83,58.33,8.33,,
LG Moras,Middle,27,18,8,4,batter,150.0,44.44,22.22,,
LG Moras,Powerplay,9,17,12,1,batter,52.94,70.59,5.88,,
LG Pretorius,Long-format,234,250,125,25,batter,93.6,50.0,10.0,,
LG Pretorius,Middle,132,115,53,18,batter,114.78,46.09,15.65,,
LG Pretorius,Powerplay,211,187,89,34,batter,112.83,47.59,18.18,,
LH Rodrigues,Death,26,20,3,1,batter,130.0,15.0,5.0,,
LH Rodrigues,Middle,111,112,54,12,batter,99.11,48.21,10.71,,
LH Rodrigues,Powerplay,149,154,80,20,batter,96.75,51.95,12.99,,
LHD Dilhara,Death,49,59,36,6,batter,83.05,61.02,10.17,,
LJ Burger,Death,5,13,8,0,batter,38.46,61.54,0.0,,
LJ Burger,Middle,2,33,31,0,batter,6.06,93.94,0.0,,
LJ Burger,Powerplay,4,15,13,1,batter,26.67,86.67,6.67,,
LJ Hamilton,Death,2,4,0,0,batter,50.0,0.0,0.0,,
LJ Woodcock,Death,14,22,10,1,batter,63.64,45.45,4.55,,
LJ Wright,Death,711,743,349,79,batter,95.69,46.97,10.63,,
LJ Wright,Middle,369,289,109,42,batter,127.68,37.72,14.53,,
LJ Wright,Powerplay,282,280,155,45,batter,100.71,55.36,16.07,,
LN Oluoch,Death,192,172,68,22,batter,111.63,39.53,12.79,,
LN Oluoch,Middle,115,114,45,10,batter,100.88,39.47,8.77,,
LN Oluoch,Powerplay,0,3,3,0,batter,0.0,100.0,0.0,,
LN Onyango,Death,71,92,46,6,batter,77.17,50.0,6.52,,
LN Onyango,Middle,2,5,3,0,batter,40.0,60.0,0.0,,
LOB Cann,Death,164,139,70,26,batter,117.99,50.36,18.71,,
LOB Cann,Middle,19,18,12,3,batter,105.56,66.67,16.67,,
LOB Cann,Powerplay,31,15,6,4,batter,206.67,40.0,26.67,,
LPC Silva,Death,1196,1548,792,112,batter,77.26,51.16,7.24,,
LPC Silva,Long-format,531,844,580,68,batter,62.91,68.72,8.06,,
LPC Silva,Middle,224,344,223,30,batter,65.12,64.83,8.72,,
LPC Silva,Powerplay,21,30,18,3,batter,70.0,60.0,10.0,,
LR Johnson,Long-format,403,829,635,56,batter,48.61,76.6,6.76,,
LR Johnson,Middle,17,40,34,3,batter,42.5,85.0,7.5,,
LR Johnson,Powerplay,2,21,19,0,batter,9.52,90.48,0.0,,
LR Morris,Death,0,2,2,0,batter,0.0,100.0,0.0,,
LS Baker,Death,11,16,11,2,batter,68.75,68.75,12.5,,
LS Baker,Long-format,23,50,40,3,batter,46.0,80.0,6.0,,
LS Livingstone,Death,1091,874,352,131,batter,124.83,40.27,14.99,,
LS Livingstone,Long-format,16,17,7,1,batter,94.12,41.18,5.88,,
LS Livingstone,Middle,663,520,177,70,batter,127.5,34.04,13.46,,
LS Livingstone,Powerplay,79,60,29,13,batter,131.67,48.33,21.67,,
Luca Petre,Death,30,26,6,1,batter,115.38,23.08,3.85,,
Luca Petre,Middle,3,2,0,0,batter,150.0,0.0,0.0,,
Lucky Ali,Death,22,17,6,3,batter,129.41,35.29,17.65,,
Lucky Ali,Middle,74,98,46,3,batter,75.51,46.94,3.06,,
Lucky Ali,Powerplay,48,60,34,5,batter,80.0,56.67,8.33,,
Luqman Butt,Death,108,53,15,18,batter,203.77,28.3,33.96,,
Luqman Butt,Middle,713,514,174,92,batter,138.72,33.85,17.9,,
Luqman Butt,Powerplay,221,151,69,39,batter,146.36,45.7,25.83,,
Lwin Maw,Death,0,2,2,0,batter,0.0,100.0,0.0,,
Lwin Maw,Middle,3,3,1,0,batter,100.0,33.33,0.0,,
M Akayezu,Death,208,149,62,26,batter,139.6,41.61,17.45,,
M Akayezu,Middle,242,241,114,27,batter,100.41,47.3,11.2,,
M Akayezu,Powerplay,0,1,1,0,batter,0.0,100.0,0.0,,
M Bhanuka,Death,40,43,20,3,batter,93.02,46.51,6.98,,
M Bhanuka,Long-format,6,17,14,1,batter,35.29,82.35,5.88,,
M Bhanuka,Middle,73,99,51,5,batter,73.74,51.52,5.05,,
M Bhanuka,Powerplay,91,116,72,14,batter,78.45,62.07,12.07,,
M Campopiano,Death,120,73,18,13,batter,164.38,24.66,17.81,,
M Campopiano,Middle,261,228,83,28,batter,114.47,36.4,12.28,,
M Campopiano,Powerplay,96,98,45,12,batter,97.96,45.92,12.24,,
M Choamba,Death,36,36,15,2,batter,100.0,41.67,5.56,,
M Choamba,Middle,89,132,75,6,batter,67.42,56.82,4.55,,
M Choamba,Powerplay,21,37,22,2,batter,56.76,59.46,5.41,,
M Commins,Death,6,13,8,0,batter,46.15,61.54,0.0,,
M Commins,Long-format,6,26,22,1,batter,23.08,84.62,3.85,,
M Dale-Bradley,Death,43,46,15,3,batter,93.48,32.61,6.52,,
M Dale-Bradley,Middle,53,39,13,7,batter,135.9,33.33,17.95,,
M Dale-Bradley,Powerplay,34,34,12,4,batter,100.0,35.29,11.76,,
M Dillon,Death,44,52,25,4,batter,84.62,48.08,7.69,,
M Dillon,Long-format,78,160,127,11,batter,48.75,79.38,6.88,,
M Faraz Akram,Death,61,54,24,7,batter,112.96,44.44,12.96,,
M Faraz Akram,Middle,35,18,5,4,batter,194.44,27.78,22.22,,
M Gogev,Middle,373,241,91,52,batter,154.77,37.76,21.58,,
M Gogev,Powerplay,177,133,69,29,batter,133.08,51.88,21.8,,
M Grzinic,Death,7,10,6,0,batter,70.0,60.0,0.0,,
M Grzinic,Middle,4,8,4,0,batter,50.0,50.0,0.0,,
M Jobarteh,Death,7,6,3,1,batter,116.67,50.0,16.67,,
M Jobarteh,Middle,19,21,11,2,batter,90.48,52.38,9.52,,
M Kaif,Death,989,1405,717,75,batter,70.39,51.03,5.34,,
M Kaif,Long-format,421,923,700,45,batter,45.61,75.84,4.88,,
M Kaif,Middle,264,449,324,39,batter,58.8,72.16,8.69,,
M Kaif,Powerplay,49,128,103,7,batter,38.28,80.47,5.47,,
M Kartik,Death,102,133,70,10,batter,76.69,52.63,7.52,,
M Kartik,Long-format,2,8,6,0,batter,25.0,75.0,0.0,,
M Levitt,Death,64,70,43,9,batter,91.43,61.43,12.86,,
M Levitt,Middle,582,450,208,83,batter,129.33,46.22,18.44,,
M Levitt,Powerplay,748,678,365,109,batter,110.32,53.83,16.08,,
M Louis,Long-format,365,893,693,43,batter,40.87,77.6,4.82,,
M Malle,Middle,7,42,36,0,batter,16.67,85.71,0.0,,
M Malle,Powerplay,6,39,31,0,batter,15.38,79.49,0.0,,
M Mooketsi,Death,46,75,43,2,batter,61.33,57.33,2.67,,
M Mooketsi,Middle,11,33,25,0,batter,33.33,75.76,0.0,,
M Mwamadi,Death,4,9,4,0,batter,44.44,44.44,0.0,,
M Pathirana,Death,19,50,39,3,batter,38.0,78.0,6.0,,
M Pathirana,Middle,0,4,4,0,batter,0.0,100.0,0.0,,
M Prasidh Krishna,Death,2,17,14,0,batter,11.76,82.35,0.0,,
M Prasidh Krishna,Long-format,10,65,55,0,batter,15.38,84.62,0.0,,
M Pushpakumara,Death,7,19,12,0,batter,36.84,63.16,0.0,,
M Separovic,Death,1,3,2,0,batter,33.33,66.67,0.0,,
M Shahbaz Butt,Death,21,20,6,3,batter,105.0,30.0,15.0,,
M Shahbaz Butt,Middle,37,51,22,1,batter,72.55,43.14,1.96,,
M Shahbaz Butt,Powerplay,5,13,9,0,batter,38.46,69.23,0.0,,
M Shumba,Death,200,136,36,22,batter,147.06,26.47,16.18,,
M Shumba,Long-format,111,291,240,18,batter,38.14,82.47,6.19,,
M Shumba,Middle,192,242,109,14,batter,79.34,45.04,5.79,,
M Shumba,Powerplay,23,39,25,3,batter,58.97,64.1,7.69,,
M Sohel Patel,Middle,36,28,14,5,batter,128.57,50.0,17.86,,
M Sohel Patel,Powerplay,71,79,46,10,batter,89.87,58.23,12.66,,
M Syahadat Ramli,Death,148,86,21,19,batter,172.09,24.42,22.09,,
M Syahadat Ramli,Middle,360,378,151,33,batter,95.24,39.95,8.73,,
M Syahadat Ramli,Powerplay,48,57,31,5,batter,84.21,54.39,8.77,,
M Taniyama,Death,63,68,31,5,batter,92.65,45.59,7.35,,
M Taniyama,Middle,24,37,20,1,batter,64.86,54.05,2.7,,
M Taniyama,Powerplay,9,9,2,0,batter,100.0,22.22,0.0,,
M Taylor,Death,30,21,6,3,batter,142.86,28.57,14.29,,
M Taylor,Middle,184,149,64,24,batter,123.49,42.95,16.11,,
M Taylor,Powerplay,290,362,228,42,batter,80.11,62.98,11.6,,
M Vivekanandan,Death,13,13,6,1,batter,100.0,46.15,7.69,,
M Vivekanandan,Middle,27,53,40,3,batter,50.94,75.47,5.66,,
M Vivekanandan,Powerplay,35,93,74,4,batter,37.63,79.57,4.3,,
M Whelan,Death,63,55,18,6,batter,114.55,32.73,10.91,,
M Whelan,Middle,23,27,11,2,batter,85.19,40.74,7.41,,
M Yunusu Issa,Death,128,86,24,14,batter,148.84,27.91,16.28,,
M Yunusu Issa,Middle,71,81,41,8,batter,87.65,50.62,9.88,,
M Zondeki,Death,1,4,3,0,batter,25.0,75.0,0.0,,
M Zondeki,Long-format,68,166,132,10,batter,40.96,79.52,6.02,,
M de Lange,Long-format,9,19,16,2,batter,47.37,84.21,10.53,,
M van Lingen,Death,586,559,237,69,batter,104.83,42.4,12.34,,
M van Lingen,Middle,615,651,363,85,batter,94.47,55.76,13.06,,
M van Lingen,Powerplay,601,626,359,98,batter,96.01,57.35,15.65,,
MA Abbas,Death,162,203,97,12,batter,79.8,47.78,5.91,,
MA Agarwal,Long-format,1486,2770,2114,218,batter,53.65,76.32,7.87,,
MA Agarwal,Middle,25,23,15,5,batter,108.7,65.22,21.74,,
MA Agarwal,Powerplay,61,60,31,8,batter,101.67,51.67,13.33,,
MA Algi,Death,10,12,9,2,batter,83.33,75.0,16.67,,
MA Algi,Middle,2,2,0,0,batter,100.0,0.0,0.0,,
MA Aponso,Death,10,45,37,0,batter,22.22,82.22,0.0,,
MA Aponso,Middle,0,2,2,0,batter,0.0,100.0,0.0,,
MA Beer,Long-format,6,28,25,0,batter,21.43,89.29,0.0,,
MA Butcher,Long-format,772,1595,1234,111,batter,48.4,77.37,6.96,,
MA Carberry,Death,48,52,22,5,batter,92.31,42.31,9.62,,
MA Carberry,Long-format,337,831,679,53,batter,40.55,81.71,6.38,,
MA Carberry,Middle,18,50,39,2,batter,36.0,78.0,4.0,,
MA Carberry,Powerplay,55,84,57,8,batter,65.48,67.86,9.52,,
MA Jones,Death,182,262,141,14,batter,69.47,53.82,5.34,,
MA Jones,Middle,290,305,149,34,batter,95.08,48.85,11.15,,
MA Jones,Powerplay,269,266,145,40,batter,101.13,54.51,15.04,,
MA Ouma,Death,205,313,190,20,batter,65.5,60.7,6.39,,
MA Ouma,Middle,149,288,204,17,batter,51.74,70.83,5.9,,
MA Ouma,Powerplay,169,300,211,23,batter,56.33,70.33,7.67,,
MA Sherry,Death,32,26,7,3,batter,123.08,26.92,11.54,,
MA Sherry,Middle,27,38,16,1,batter,71.05,42.11,2.63,,
MA Sherry,Powerplay,9,14,7,1,batter,64.29,50.0,7.14,,
MA Vermeulen,Death,281,343,171,31,batter,81.92,49.85,9.04,,
MA Vermeulen,Long-format,342,737,588,45,batter,46.4,79.78,6.11,,
MA Vermeulen,Middle,138,255,185,21,batter,54.12,72.55,8.24,,
MA Vermeulen,Powerplay,95,182,135,12,batter,52.2,74.18,6.59,,
MADI Hemantha,Death,20,15,5,3,batter,133.33,33.33,20.0,,
MADI Hemantha,Middle,26,38,20,2,batter,68.42,52.63,5.26,,
MB Kruger,Death,304,403,218,28,batter,75.43,54.09,6.95,,
MB Kruger,Middle,277,310,159,29,batter,89.35,51.29,9.35,,
MB Kruger,Powerplay,333,367,208,51,batter,90.74,56.68,13.9,,
MB Loye,Death,11,11,7,2,batter,100.0,63.64,18.18,,
MB Loye,Middle,56,65,44,11,batter,86.15,67.69,16.92,,
MB Loye,Powerplay,71,103,76,10,batter,68.93,73.79,9.71,,
MB Tambe,Death,58,70,24,3,batter,82.86,34.29,4.29,,
MB Tambe,Middle,58,93,53,4,batter,62.37,56.99,4.3,,
MBS Jonkman,Death,20,31,18,2,batter,64.52,58.06,6.45,,
MBS Jonkman,Middle,1,8,6,0,batter,12.5,75.0,0.0,,
MC Henriques,Death,146,191,88,9,batter,76.44,46.07,4.71,,
MC Henriques,Long-format,164,346,245,14,batter,47.4,70.81,4.05,,
MC Henriques,Middle,288,250,89,28,batter,115.2,35.6,11.2,,
MC Henriques,Powerplay,38,35,18,5,batter,108.57,51.43,14.29,,
MC Sorensen,Death,151,178,89,17,batter,84.83,50.0,9.55,,
MC Sorensen,Middle,21,24,8,0,batter,87.5,33.33,0.0,,
MC Sorensen,Powerplay,9,7,1,0,batter,128.57,14.29,0.0,,
MD Bates,Death,13,10,7,2,batter,130.0,70.0,20.0,,
MD Bell,Long-format,245,508,393,42,batter,48.23,77.36,8.27,,
MD Craig,Long-format,589,1082,784,76,batter,54.44,72.46,7.02,,
MD Dai,Death,249,305,167,28,batter,81.64,54.75,9.18,,
MD Dai,Middle,102,137,58,5,batter,74.45,42.34,3.65,,
MD Dai,Powerplay,15,22,14,1,batter,68.18,63.64,4.55,,
MD Stoneman,Long-format,525,1182,931,67,batter,44.42,78.76,5.67,,
MFI Assuncao,Death,13,8,4,2,batter,162.5,50.0,25.0,,
